# CodeBrix.LilyPort — the upstream lily/*.cc ledger.
#
# One row per file in upstream lily/ (LilyPond 2.27.2, the pinned reference), so the
# remaining engine work is COMPUTED rather than remembered. EPG0 built it; every later
# EPG session updates the rows it lands.
#
# Columns:
#   1 file          the upstream lily/<file>.cc
#   2 disposition   ported | group | no-port
#   3 detail        ported  -> the C# file(s) carrying it, ';'-separated, repo-relative
#                   group   -> the EPG group that owes it
#                   no-port -> why it has no analogue in the port
#   4 notes         free text; blank for the ordinary cases
#
# Fences (LedgerTests): every upstream file has exactly one row, every 'ported' target
# exists on disk, every 'group' names a real EPG group, and the row set equals the
# upstream file set exactly.
#
# A 'ported' row means the file's TYPE and ALGORITHMS are carried. It does NOT assert
# that the file's LY_DEFINE surface is complete -- the bindings rule (standing rule 3)
# owes that in the same session, and entry-point closure is measured separately against
# Scheme/entry-points.tsv.
#
# Totals: 448 files = 419 ported + 0 grouped + 29 no-port -- CLOSED by EPG23 on
# 2026-08-12; gate G3 is green at 737/737 entry points implemented-or-N/A. (Historic:
# EPG0 opened at 88/331/29;
# EPG1 left 90/329/29; EPG2 and EPG3's first slice moved twenty rows on 2026-08-05;
# EPG3's finish moved five more the same day: paper-outputter(+scheme),
# function-documentation, lily-version, general-scheme. EPG4 moved twelve. EPG13 moved
# nine on 2026-08-05: text-interface, transform(+scheme), stencil-expression,
# stencil-integral, and the four font *-scheme files. Wave A moved SIXTY-FOUR on
# 2026-08-07 in one parallel session: EPG5's nineteen, EPG6's four, EPG7's ten,
# EPG8's nineteen and EPG9's twelve. EPG22 moved SIXTEEN on 2026-08-07: its own
# fifteen -- which empties the group -- plus dispatcher-scheme.cc, pulled forward from
# EPG23 because \addQuote needs ly:add-listener. break-substitution.cc stays EPG15's:
# EPG22 landed only its Direction half, and the row's note says so.)
#
# EPG19 moved THIRTY on 2026-08-08 -- its whole group, with NO pull-forward of any other
# group's FILES: the five audio-*, the four midi-*, midi-cc-announcer, performance(+scheme),
# performer(+group), score-performer, staff-performer and the fourteen concrete performers.
# One LEAF came forward from music-scheme.cc (ly:transpose-key-alist); that file's
# disposition is unchanged and its note says so.
#
# Read this file through PortLedger rather than counting by eye -- these totals are a
# convenience, and LedgerTests computes the real ones.
#
file	disposition	detail	notes
spacing-loose-columns.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/LooseColumns.cs	
spacing-options.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/SpacingOptions.cs	
spacing-spanner.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SpacingSpanner.cs	
span-arpeggio-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/ArpeggioEngravers.cs	
span-bar-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/BarEngravers.cs	
span-bar-stub-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/BarEngravers.cs	
spanner-break-forbid-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/BreakForbidEngravers.cs	carried beside forbid-break-engraver.cc, which is the same shape
spanner-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/VoltaAndTupletCallbacks.cs	PULLED FORWARD FROM EPG23 by EPG17 (2026-08-07): all 5 LY_DEFINEs; ly:spanner-bound is reached the moment EPG17 grobs exist (rule 3)
spanner.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Spanner.cs	
spring-smob.cc	no-port	smob/GC plumbing — the .NET GC replaces it	
spring.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/Spring.cs	
staff-collecting-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/VerticalOrganizationEngravers.cs	
staff-grouper-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/StaffGrouperInterface.cs	the hara-kiri suicide calls are skipped with the rest of the unported suicide machinery
staff-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/StaffPerformer.cs	
staff-spacing.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/StaffSpacing.cs	WHOLE as of STAFF-LINES (2026-08-11): optical_correction landed; the old note was stale, its callees having landed 2026-08-07
staff-symbol-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/FirstEngravers.cs	
staff-symbol-referencer-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/GrobCallbacks.cs;src/CodeBrix.LilyPort.Engine/Objects/StaffSymbolReferencer.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
staff-symbol-referencer.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/StaffSymbolReferencer.cs	
staff-symbol.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/StaffSymbol.cs	
stem-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/StemEngraver.cs	
stem-tremolo.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/StemTremolo.cs	note-collision note-head-positions helper carried privately until EPG5 lands note-collision.cc
stem.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Stem.cs	beam-aware branches live; the small beam.cc statics they call are carried privately (BeamHelpers) until EPG10 lands beam.cc
stencil-expression.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/RegistryPrimitives.cs	EPG13 (2026-08-05): the stencil-head registry landed with the registries; verified all three functions present (register, is-head, all-heads)
stencil-integral.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/StencilIntegral.cs	EPG13 (2026-08-05). All 10 callbacks land. The from-stencil pair WALKS the stencil expression (carry-forward closed the same day): every drawing command becomes segments, curves flatten at 0.2 output units, and named glyphs trace their real CFF outlines. Lazy_skyline_pair is Layout/LazySkylinePair.cs. ONE divergence remains, in PORT-COVERAGE: a stencil containing TEXT takes the extent box, because the port's utf-8-string carries no inner drawing to walk — conservative, and EPG14 is when it becomes measurable
stencil-interpret.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/StencilInterpreter.cs	
stencil-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/ScriptAndDynamicCallbacks.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
stencil.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/Stencil.cs	
stream-event-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/TranslationPrimitives.cs	
stream-event.cc	ported	src/CodeBrix.LilyPort.Engine/Music/StreamEvent.cs	
sustain-pedal.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/PianoPedal.cs	
system-start-delimiter-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/VerticalOrganizationEngravers.cs	
system-start-delimiter.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SystemStartDelimiter.cs	
system.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/SystemGrob.cs	
tab-note-heads-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TabNoteHeadsEngraver.cs	
tab-staff-symbol-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TabNoteHeadsEngraver.cs	six-line acknowledger; lives beside the engraver whose staff it sizes
template-engraver-for-beams.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/BeamEngravers.cs	
template5.cc	no-port	C++ explicit template instantiation unit — no analogue	
tempo-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TempoPerformer.cs	one of the 14 concrete performers
text-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TextEngravers.cs	
text-interface.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TextInterface.cs	EPG13 (2026-08-05): interpret-markup/interpret-string, the string-transformer chain and ly:perform-text-replacements; bindings in Bootstrap/GrobCallbacks.cs
text-spanner-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TextEngravers.cs	
tie-column.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TieColumn.cs	add_tie came home from Objects/Epg5Seams.cs; before_line_breaking is reproduced DEAD - upstream reads `ties` with get_property where Pointer_group_interface stores it with set_object, so its loop body never runs
tie-configuration.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TieConfiguration.cs	Tie_configuration is a VALUE upstream; every push_back/variant copy/cache read is an explicit Copy() here
tie-details.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TieDetails.cs	
tie-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TieEngraver.cs	
tie-formatting-problem.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TieFormattingProblem.cs	SCORER - translated literally; upstream Box default-constructs EMPTY where C# default(Box) is a point at the origin, so every map entry is created explicitly empty; generate_collision_variations `i == ties.size ()` branch is DEAD upstream and reproduced dead
tie-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/MelismaPerformers.cs	one of the 14 concrete performers
tie-specification.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TieSpecification.cs	has_manual_delta_y keys off upstream is_scm<Rational> - real AND (exact OR infinite) - so the exact/inexact distinction on staff-position is preserved
tie.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/Tie.cs	set_head/head came home from Objects/Epg5Seams.cs, which EPG5 had carried them in since 2026-08-07
time-signature-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TimeSignatureEngraver.cs	
time-signature-performer.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TimingPerformers.cs	one of the 14 concrete performers
time-tracer-scheme.cc	no-port	build/timing tracer — not on the parity path	
timing-translator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TimingTranslator.cs	
transform-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/TransformPrimitives.cs	EPG13 (2026-08-05); ly:transform? registered in Bootstrap/TypePredicates.cs
transform.cc	ported	src/CodeBrix.LilyPort.Engine/Layout/Transform.cs	EPG13 (2026-08-05): Pango matrix arithmetic written out — the port has no Pango
translator-ctors.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TranslatorCreator.cs;src/CodeBrix.LilyPort.Engine/Bootstrap/RegistryPrimitives.cs	
translator-dispatch-list.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/SchemeEngraver.cs	DIVERGENCE: the interface-keyed acknowledger lookup lives in SchemeEngraver.Acknowledge rather than in a per-group memoised dispatch list -- the port's C# engravers filter inside their own AcknowledgeGrob overrides, so there is no group-wide table to key. Same procedures run, same order
translator-group-ctors.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TranslatorCreator.cs	Performer_group and Score_performer answer with an empty PerformerGroupPlaceholder until EPG19 ports the MIDI subsystem; the group is real so \midi context trees still build
translator-group.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TranslatorGroup.cs	
translator-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/TranslationPrimitives.cs	
translator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/Translator.cs	
ttf.cc	no-port	D15 — TTF embedding for the PostScript backend; SVG only	
tuplet-bracket.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TupletBracket.cs	EPG17 (2026-08-07): 5 callbacks; \tupletSlur needs bezier-bow.cc's shape half
tuplet-description.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TupletDescription.cs	EPG17 (2026-08-07): ly:tuplet-description? now implemented, not stubbed
tuplet-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TupletEngraver.cs	EPG17 (2026-08-07)
tuplet-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/TupletIterator.cs	EPG17 (2026-08-07)
tuplet-number.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/TupletNumber.cs	EPG17 (2026-08-07): 3 callbacks incl. the knee-against-beam placement
tweak-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/AnnotationEngravers.cs	
undead.cc	no-port	GC-resurrection test scaffolding — the .NET GC replaces it	
unpure-pure-container.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/RegistryPrimitives.cs	the UnpurePureContainer and UnpurePureCall types plus their three bindings; call_pure_function itself lives on Grob
vaticana-ligature-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/VaticanaLigatureEngraver.cs	EPG21 (2026-08-09): chooses each head's glyph from its prefixes and neighbours; align_heads' width is computed and discarded upstream and here
vaticana-ligature.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/VaticanaLigature.cs	EPG21 (2026-08-09): cauda/flexa/join drawn here rather than fetched from the font; Bezier is a CLASS in Flower, so upstream's copy-on-assign needed an explicit CopyOf
vertical-align-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/VerticalOrganizationEngravers.cs	
volta-bracket.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/VoltaBracket.cs	EPG17 (2026-08-07)
volta-engraver.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/VoltaEngraver.cs	EPG17 (2026-08-07): layered for nested folded repeats
volta-repeat-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/RepeatIterators.cs	EPG17 (2026-08-07): owns the Repeat_styler the alternative sequence borrows
volta-specced-music-iterator.cc	ported	src/CodeBrix.LilyPort.Engine/Translation/RepeatIterators.cs	EPG17 (2026-08-07): reads bracket state off Alternative_sequence_iterator
vowel-transition.cc	ported	src/CodeBrix.LilyPort.Engine/Objects/VowelTransition.cs	
warn-scheme.cc	ported	src/CodeBrix.LilyPort.Engine/Bootstrap/GeneralPrimitives.cs	EPG23 (2026-08-12) landed the LY_DEFINE surface; the file is a leaf binding file and IS its surface.
